2024-11-22T15:55:00.737+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	span=362ad9237838cf08	app=file.rpc	duration=167.2ms	caller=redis/durationhook.go:152	trace=714aabf4fed8298c6ebe1a5e825671ce
2024-11-22T15:55:08.524+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=414.4ms	caller=redis/durationhook.go:152	trace=ab60d5886fea7bfbbb74a4a2ad8de430	span=e7aeec4d8d339070
2024-11-22T15:55:16.475+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	span=913c695002b39517	app=file.rpc	duration=444.0ms	caller=redis/durationhook.go:152	trace=699e56dc614f735f95fdc3f2cf373782
2024-11-22T15:55:16.476+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	span=0af65411c67ba25c	app=file.rpc	duration=456.2ms	caller=redis/durationhook.go:152	trace=aaa3b7be07306e0051242ee7d92ef259
2024-11-22T15:56:46.225+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	caller=redis/durationhook.go:152	trace=29ef32c862c216657cce3e6d4fdbeded	span=7b03469f33b9d97f	app=file.rpc	duration=102.2ms
2024-11-22T15:57:31.247+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	span=5cbd0bf8f0fcf417	app=file.rpc	duration=120.5ms	caller=redis/durationhook.go:152	trace=b06e1a88344634b7a9e980817db0d957
2024-11-22T16:00:31.164+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=121.7ms	caller=redis/durationhook.go:152	trace=647a8cdc89e2eb55ec49ff8b79b20aa6	span=46d57039cf98ed7a
2024-11-22T16:11:07.363+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=140.1ms	caller=redis/durationhook.go:152	trace=fd38521f0e11ee031559f0ea0cf71d26	span=fe9a863a15760914
2024-11-22T16:12:03.065+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	trace=fddfa5b17f6c424e552f16d524c11d3c	span=eeb368604fcdc92d	app=file.rpc	duration=341.1ms	caller=redis/durationhook.go:152
2024-11-22T16:12:03.065+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	trace=f944248f05e9cfb31d8b9fe23e662d1d	span=f57734c5b25dbad2	app=file.rpc	duration=341.1ms	caller=redis/durationhook.go:152
2024-11-22T16:14:11.774+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	trace=1db3de9467d6cef2d3983b07c9a277bb	span=b7bcebbeddd1c20d	app=file.rpc	duration=125.0ms	caller=redis/durationhook.go:152
2024-11-22T16:14:54.229+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	duration=306.4ms	caller=redis/durationhook.go:152	trace=c3ba858de5f9ec3d8c253819c9196e0e	span=301a9b7779038c97	app=file.rpc
2024-11-22T16:19:07.325+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	trace=71da4f3a3c80d0b7fbc83c9f7873540d	span=7a98e88ff5a29aee	app=file.rpc	duration=157.2ms	caller=redis/durationhook.go:152
2024-11-22T16:21:02.362+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=156.9ms	caller=redis/durationhook.go:152	trace=a5c344433f03d4ac6d7f9e68d4994145	span=cef8328fa4e27c44
2024-11-22T16:21:03.907+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	caller=redis/durationhook.go:152	trace=b3ab7d3d8d6bf0df7306b0b27b2306b1	span=9514603c604b3fa3	app=file.rpc	duration=704.8ms
2024-11-22T16:21:38.154+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	caller=redis/durationhook.go:152	trace=2e634d1fdd0995dd39c5223db79bac96	span=e16b1cee21d793c9	app=file.rpc	duration=924.5ms
2024-11-22T16:22:20.653+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=121.3ms	caller=redis/durationhook.go:152	trace=255da6a0e91e41ce13be335f050e2c86	span=4dd94912b25a267e
2024-11-22T16:28:55.222+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=382.1ms	caller=redis/durationhook.go:152	trace=1a38bd1179180089508e89856b12d6b1	span=4954fb36490c51c5
2024-11-22T16:28:55.522+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	caller=redis/durationhook.go:152	trace=8ab1c651c0a214adbdc1dcb8b35366d8	span=a7cb841bda2ac9f7	app=file.rpc	duration=297.3ms
2024-11-22T16:28:55.703+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	span=7b5a5dc4b58bfe58	app=file.rpc	duration=480.9ms	caller=redis/durationhook.go:152	trace=1a38bd1179180089508e89856b12d6b1
2024-11-22T16:29:58.728+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	span=4932595d7a9a0287	app=file.rpc	duration=168.0ms	caller=redis/durationhook.go:152	trace=48c03acbe6ec35137b7095a0eab1f427
2024-11-22T16:30:45.971+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=227.8ms	caller=redis/durationhook.go:152	trace=d272a7b59bcf59d81d68438c24f9b1cf	span=cf54e62092acef8c
2024-11-22T16:31:21.746+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=284.8ms	caller=redis/durationhook.go:152	trace=a6b8aa4ff4265bb6902b647318e68145	span=957469ff3d62c147
2024-11-22T16:31:41.182+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	trace=1e263901c65610470bb7209a550882dc	span=cb7fe67879952b1e	app=file.rpc	duration=413.6ms	caller=redis/durationhook.go:152
2024-11-22T16:31:41.738+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	duration=203.5ms	caller=redis/durationhook.go:152	trace=193456a834c18b91492fd40a82e30988	span=e76685cffa0fc1d0	app=file.rpc
2024-11-22T16:31:42.174+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	duration=435.0ms	caller=redis/durationhook.go:152	trace=193456a834c18b91492fd40a82e30988	span=6ce1c3483af58c7d	app=file.rpc
2024-11-22T16:32:28.098+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=113.8ms	caller=redis/durationhook.go:152	trace=b3d67ecd5d0c44edb9d21aa07007a229	span=98e8797ccc89b3bd
2024-11-22T16:33:42.229+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=356.5ms	caller=redis/durationhook.go:152	trace=8f3af1ed898cee595513dd983e07e5df	span=7741cf7f5171134a
2024-11-22T16:41:29.570+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=137.8ms	caller=redis/durationhook.go:152	trace=d31539352eedd032cc09e54897d86872	span=df78c9db6e9fa0c8
2024-11-22T16:42:24.376+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	caller=redis/durationhook.go:152	trace=b65e3a6f48bc2be63b5f7170d92c9f9c	span=9596c7f71f9d228e	app=file.rpc	duration=472.2ms
2024-11-22T16:43:06.434+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=353.8ms	caller=redis/durationhook.go:152	trace=dd9d63ec935bc7be4560a6e615b5fbcc	span=2cd5b92e97f233ca
2024-11-22T16:43:22.934+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=215.3ms	caller=redis/durationhook.go:152	trace=65a68653008313277b727f0b2cb154ea	span=d3e4ba95c3c2782a
2024-11-22T17:05:33.846+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	caller=redis/durationhook.go:152	trace=90118569e865e044c33f491ed6752322	span=651b63e415b94086	app=file.rpc	duration=106.4ms
2024-11-22T17:07:07.514+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	span=f49c85ee123ad3e5	app=file.rpc	duration=229.4ms	caller=redis/durationhook.go:152	trace=f49ac57f60833e10ab53e9c58f05d0f4
2024-11-22T17:16:21.723+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	duration=172.5ms	caller=redis/durationhook.go:152	trace=85d80024b42076da9b39eb6be7a64c8f	span=63175a3661e6c321	app=file.rpc
2024-11-22T17:41:45.352+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=474.5ms	caller=redis/durationhook.go:152	trace=50450560058c9f39c7ca3c121a322c33	span=595d6ec5782a07cb
2024-11-22T17:42:20.371+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=121.8ms	caller=redis/durationhook.go:152	trace=1590ee3c6ae4c4d496ff25f63e7e8dd3	span=240b3138e65fa754
2024-11-22T17:42:59.555+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	duration=314.5ms	caller=redis/durationhook.go:152	trace=24a179ed803a155aa481209442840f09	span=809772f06f3a2587	app=file.rpc
2024-11-22T17:44:09.091+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=181.0ms	caller=redis/durationhook.go:152	trace=4b4de8ba1345aad4e77e2818cbb8df85	span=36f4335fdc6c0924
2024-11-22T17:44:25.944+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	caller=redis/durationhook.go:152	trace=1734f041680a6e5b69a49ffb643d8995	span=26a87992a06fe02f	app=file.rpc	duration=109.9ms
2024-11-22T17:44:25.958+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=103.9ms	caller=redis/durationhook.go:152	trace=b2ff146834f3e6b9df2eca797133a6d0	span=6cd60690b602d87e
2024-11-22T17:51:40.335+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=215.3ms	caller=redis/durationhook.go:152	trace=6ca687849d1682cbf3b1838ebbf0718e	span=6df262cc1591c5b7
2024-11-22T17:55:09.319+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	span=00878ce67244021e	app=file.rpc	duration=104.3ms	caller=redis/durationhook.go:152	trace=09e37384cf5a57863107e345c8fab849
2024-11-22T17:55:09.827+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=127.1ms	caller=redis/durationhook.go:152	trace=218accc50300859937c98e771ef3f5a0	span=5e8beafa995ed95f
2024-11-22T17:55:10.085+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	duration=257.2ms	caller=redis/durationhook.go:152	trace=218accc50300859937c98e771ef3f5a0	span=19263948697fe64f	app=file.rpc
2024-11-22T17:55:10.294+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	span=32dbec4c48b716a3	app=file.rpc	duration=166.0ms	caller=redis/durationhook.go:152	trace=2fa27ba5b46d7249262d16772dacb7f3
2024-11-22T17:55:10.321+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	trace=5588b9e808d681d8874c3a274d032abc	span=214232b82477880d	app=file.rpc	duration=162.2ms	caller=redis/durationhook.go:152
2024-11-22T17:55:20.925+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=143.7ms	caller=redis/durationhook.go:152	trace=d325ef805fa66fbfd8183d04192c3c59	span=9e617592d4d69c1e
2024-11-22T17:55:21.397+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	caller=redis/durationhook.go:152	trace=25cd3dcf1df72a5ef81e3a04068421c7	span=48b544d89f1e2603	app=file.rpc	duration=101.0ms
2024-11-22T17:55:22.183+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=122.6ms	caller=redis/durationhook.go:152	trace=14afbe2b2e6d6e9a2d75d62876e889e6	span=9c4a307010bfe005
2024-11-22T17:55:40.705+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	app=file.rpc	duration=124.6ms	caller=redis/durationhook.go:152	trace=a4db82be35756001a06f32dde3d55c5d	span=3e05c25f48df1fbe
2024-11-22T17:55:41.504+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=104.9ms	caller=redis/durationhook.go:152	trace=490b86481b1a04e68ab2e1f35d7ec9da	span=a841816e261dc798
2024-11-22T17:55:41.755+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	duration=250.5ms	caller=redis/durationhook.go:152	trace=490b86481b1a04e68ab2e1f35d7ec9da	span=c7b6e6dbab800606	app=file.rpc
2024-11-22T17:55:42.492+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=223.6ms	caller=redis/durationhook.go:152	trace=86d1b678e4a0d17b8e27000917ccae20	span=c79c89850e832318
2024-11-22T17:55:42.800+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=141.0ms	caller=redis/durationhook.go:152	trace=1c083a3fb400297cd1240286307ac588	span=d5bf89a6edfc28ed
2024-11-22T17:55:43.084+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	caller=redis/durationhook.go:152	trace=ae30c5c39de5b4ce1ce867bd35dabcae	span=2bfcaa3627915f9a	app=file.rpc	duration=215.8ms
2024-11-22T17:55:43.437+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:id:1	span=93e775b82053237b	app=file.rpc	duration=113.5ms	caller=redis/durationhook.go:152	trace=133f1d8902c9ba8a447c23cd69eaecff
2024-11-22T17:56:02.572+08:00	 slow 	[REDIS] slowcall on executing: get cache:zero:oss:tenantId:ossCode:000000:minio-1	app=file.rpc	duration=123.1ms	caller=redis/durationhook.go:152	trace=a125047bb7590ec609bfce2e2ca54b25	span=2cf52bee28b89973
